city,year,rank,nrank_less10lakh ,nrank_more10lakh,servicelevel,observation,feedback,total,certification,ulbcensuscode,district,state,bjp_ruled,wards,pop2011,nodalperson,awardcategory,asics2017rank,asics2017score,mayoralterm,electionmode,commtenure,commexp,mc,admin_type,zrankeast,zranknorth,zrankne,zrankwest,zranksouth,revenue,rev_per_capita,change,change_percent,Code
Bahraich,2017,429,,,79.13,125.36,192.04,396.52,NA,801125,Bahraich,Uttar Pradesh,0,31,186223,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,329152156,1768,0.313460188,31.3460188,1
Bahraich,2018,300,,,152,842.21,672.62,1666.83,NA,801125,Bahraich,Uttar Pradesh,1,31,186223,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,479436371,2575,-0.185126108,-18.51261083,1
Bahraich,2019,306,,,134,754,830.05,1743.05,25,801125,Bahraich,Uttar Pradesh,1,31,186223,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,404544603,2172,,,1
Bahraich,2020,189,189,,427.5,902.17,901.5,2531.17,300,801125,Bahraich,Uttar Pradesh,,31,186223,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,386025906,2073,,,
Vellore,2016,NA,,,NA,NA,NA,NA,NA,803398,Vellore,Tamil Nadu,0,60,185803,NA,None,NA,NA,NA,NA,NA,NA,1,CMC,NA,NA,NA,NA,NA,,,,,0
Vellore,2017,108,,,603.44,367.66,248.24,1219.35,NA,803398,Vellore,Tamil Nadu,0,60,185803,NA,None,NA,NA,NA,NA,NA,NA,1,CMC,NA,NA,NA,NA,NA,139650644,752,,,
Vellore,2018,282,,,176,770,794.96,1740.96,NA,803398,Vellore,Tamil Nadu,0,60,185803,NA,None,NA,NA,NA,NA,NA,NA,1,CMC,NA,NA,NA,NA,NA,133537734,719,,,
Vellore,2019,301,,,405.29,689,677.39,1796.68,25,803398,Vellore,Tamil Nadu,0,60,185803,NA,None,NA,NA,NA,NA,NA,NA,1,CMC,NA,NA,NA,NA,NA,127692404,687,,,
Vellore,2020,272,272,,357.01,745.53,890.15,1992.69,,803398,Vellore,Tamil Nadu,,60,185803,NA,None,NA,NA,NA,NA,NA,NA,1,CMC,NA,NA,NA,NA,NA,122102940,657,,,1
Mahesana,2016,NA,,,NA,NA,NA,NA,NA,802464,Mahesana,Gujarat,1,8,184991,Chief officer,None,NA,NA,NA,NA,NA,NA,0,NP,NA,NA,NA,NA,NA,,,,,0
Mahesana,2017,99,,,632.79,211.29,395.26,1239.34,NA,802464,Mahesana,Gujarat,1,8,184991,Chief officer,None,NA,NA,NA,NA,NA,NA,0,NP,NA,NA,NA,NA,NA,712247103,3850,,,
Mahesana,2018,315,,,254,485.84,875.68,1615.52,NA,802464,Mahesana,Gujarat,1,8,184991,Chief officer,None,NA,NA,NA,NA,NA,NA,0,NP,NA,NA,NA,NA,NA,681070000,3682,0.159293237,15.9293237,1
Mahesana,2019,119,,,361,999,846.83,2756.83,550,802464,Mahesana,Gujarat,1,8,184991,Chief officer,None,NA,NA,NA,NA,NA,NA,0,NP,NA,NA,NA,NA,NA,810116000,4379,,,1
Mahesana,2020,132,132,,528.34,1078.26,1081.49,2988.09,300,802464,Mahesana,Gujarat,,8,184991,Chief officer,None,NA,NA,NA,NA,NA,NA,0,NP,NA,NA,NA,NA,NA,773031603,4179,,,
Adoni,2016,NA,,,NA,NA,NA,NA,NA,803003,Kurnool,Andhra Pradesh,0,41,184625,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Adoni,2017,224,,,453.87,233.36,246.87,934.1,NA,803003,Kurnool,Andhra Pradesh,0,41,184625,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,127310757,690,,,1
Adoni,2018,231,,,274,962.38,685.29,1921.67,NA,803003,Kurnool,Andhra Pradesh,0,41,184625,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,121482897,658,,,
Adoni,2019,177,,,114.43,877,930.19,2421.62,500,803003,Kurnool,Andhra Pradesh,0,41,184625,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,115921817,628,,,
Adoni,2020,175,175,,394.2,1054,1034.4,2682.6,200,803003,Kurnool,Andhra Pradesh,,41,184625,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,110615305,599,,,
Khammam,2016,NA,,,NA,NA,NA,NA,NA,802937,Khammam,Telangana,0,50,184210,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Khammam,2017,236,,,336.44,313.87,263.38,913.68,NA,802937,Khammam,Telangana,0,50,184210,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Khammam,2018,302,,,108,608.76,944.23,1660.99,NA,802937,Khammam,Telangana,0,50,184210,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Khammam,2019,261,,,218.58,804,879.8,2002.39,100,802937,Khammam,Telangana,0,50,184210,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Khammam,2020,329,329,,35.58,543.33,785.92,1564.83,200,802937,Khammam,Telangana,,50,184210,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Raiganj,2016,NA,,,NA,NA,NA,NA,NA,801651,Uttar Dinajpur,West Bengal,0,40,183612,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Raiganj,2017,NA,,,NA,NA,NA,NA,NA,801651,Uttar Dinajpur,West Bengal,0,40,183612,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Raiganj,2018,434,,,0,502.5,465.84,968.34,NA,801651,Uttar Dinajpur,West Bengal,0,40,183612,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Raiganj,2019,NA,,,NA,NA,NA,NA,NA,801651,Uttar Dinajpur,West Bengal,0,40,183612,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Sirsa,2016,NA,,,NA,NA,NA,NA,NA,800401,Sirsa,Haryana,1,31,182534,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,0
Sirsa,2017,274,,,344.42,224.89,275.3,844.62,NA,800401,Sirsa,Haryana,1,31,182534,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,317715913,1741,,,
Sirsa,2018,291,,,178,859.58,662.44,1700.02,NA,800401,Sirsa,Haryana,1,31,182534,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,303808575,1664,,,
Sirsa,2019,270,,,102,883,826.47,1961.47,150,800401,Sirsa,Haryana,1,31,182534,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,290510000,1592,,,2
Sirsa,2020,176,176,,150.94,1330.94,994.17,2676.05,200,800401,Sirsa,Haryana,,31,182534,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,277211425,1519,,,
Danapur,2016,NA,,,NA,NA,NA,NA,NA,801370,Patna,Bihar,0,40,182429,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Danapur,2017,391,,,227.11,116.18,228.4,571.68,NA,801370,Patna,Bihar,0,40,182429,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,643002000,3525,,,2
Danapur,2018,405,,,60,597.9,475.24,1133.14,NA,801370,Patna,Bihar,2,40,182429,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,613567522,3363,,,
Danapur,2019,422,,,63,294,302.19,809.19,150,801370,Patna,Bihar,2,40,182429,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,585480457,3209,,,
Danapur,2020,368,368,,90.39,487.78,594.18,1172.35,,801370,Patna,Bihar,,40,182429,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,558679123,3062,,,
Serampore,2016,NA,,,NA,NA,NA,NA,NA,801728,Hugli-Chinsurah,West Bengal,0,29,181842,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Serampore,2017,NA,,,NA,NA,NA,NA,NA,801728,Hugli-Chinsurah,West Bengal,0,29,181842,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Serampore,2018,459,,,108,228.85,325.85,662.7,NA,801728,Hugli-Chinsurah,West Bengal,0,29,181842,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Serampore,2019,NA,,,NA,NA,NA,NA,NA,801728,Hugli-Chinsurah,West Bengal,0,29,181842,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Guna,2016,NA,,,NA,NA,NA,NA,NA,802401,Guna,Madhya Pradesh,1,37,180935,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Guna,2017,266,,,320.16,289.49,262.99,872.64,NA,802401,Guna,Madhya Pradesh,1,37,180935,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Guna,2018,165,,,251,1008.4,977.99,2237.39,NA,802401,Guna,Madhya Pradesh,1,37,180935,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Guna,2019,229,,,106.23,650,845.98,2152.22,550,802401,Guna,Madhya Pradesh,0,37,180935,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Guna,2020,128,128,,511.33,1120,1103.54,3034.87,300,802401,Guna,Madhya Pradesh,,37,180935,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Jaunpur,2016,NA,,,NA,NA,NA,NA,NA,801215,Jaunpur,Uttar Pradesh,0,31,180362,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Jaunpur,2017,246,,,268.64,368.54,257.04,894.22,NA,801215,Jaunpur,Uttar Pradesh,0,31,180362,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,3
Jaunpur,2018,369,,,58,658.41,653.66,1370.77,NA,801215,Jaunpur,Uttar Pradesh,1,31,180362,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,3
Jaunpur,2019,373,,,20.4,641,722.6,1409,25,801215,Jaunpur,Uttar Pradesh,1,31,180362,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,3
Jaunpur,2020,334,334,,103.83,636.97,766.05,1506.85,,801215,Jaunpur,Uttar Pradesh,,31,180362,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,3
Madanapalle,2016,NA,,,NA,NA,NA,NA,NA,803015,Chittoor,Andhra Pradesh,0,35,180180,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Madanapalle,2017,281,,,268.95,312.06,249.92,830.93,NA,803015,Chittoor,Andhra Pradesh,0,35,180180,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,251080262,1393,,,
Madanapalle,2018,203,,,327,896.25,849.12,2072.37,NA,803015,Chittoor,Andhra Pradesh,0,35,180180,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,240089757,1332,,,1
Madanapalle,2019,181,,,202.41,789,920.25,2411.66,500,803015,Chittoor,Andhra Pradesh,0,35,180180,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,229099252,1272,,,
Madanapalle,2020,254,254,,385.16,709.79,1000.11,2095.06,,803015,Chittoor,Andhra Pradesh,,35,180180,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,218611856,1213,,,
Panvel,2016,NA,,,NA,NA,NA,NA,NA,802796,Raigad,Maharashtra,1,20,180020,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Panvel,2017,170,,,406.76,343.84,313.91,1064.52,NA,802796,Raigad,Maharashtra,1,20,180020,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Panvel,2018,87,,,611,890,1118,2619,NA,802796,Raigad,Maharashtra,1,20,180020,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Panvel,2019,86,,,557,1039,973,2969,400,802796,Raigad,Maharashtra,1,20,180020,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Panvel,2020,20,20,,1142.91,1492.34,1264.49,4599.74,700,802796,Raigad,Maharashtra,,20,180020,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Shivpuri,2016,NA,,,NA,NA,NA,NA,NA,802112,Shivpuri,Madhya Pradesh,1,39,179977,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Shivpuri,2017,228,,,376.86,256.43,292.73,926.01,NA,802112,Shivpuri,Madhya Pradesh,1,39,179977,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,549037525,3051,-0.112041644,-11.20416436,1
Shivpuri,2018,185,,,274,957.92,911.92,2143.84,NA,802112,Shivpuri,Madhya Pradesh,1,39,179977,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,493720292,2743,,,1
Shivpuri,2019,82,,,475.72,1119,942.12,2986.85,450,802112,Shivpuri,Madhya Pradesh,0,39,179977,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,471119431,2618,,,
Shivpuri,2020,101,101,,860.21,1202.55,997.82,3360.58,300,802112,Shivpuri,Madhya Pradesh,,39,179977,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,449553162,2498,,,
Surendranagar Dudhrej,2016,NA,,,NA,NA,NA,NA,NA,802493,Surendranagar Dudhrej,Gujarat,1,14,177851,Chief officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Surendranagar Dudhrej,2017,150,,,552,264.57,294.76,1111.33,NA,802493,Surendranagar Dudhrej,Gujarat,1,14,177851,Chief officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,3
Surendranagar Dudhrej,2018,328,,,187,674.87,693.75,1555.62,NA,802493,Surendranagar Dudhrej,Gujarat,1,14,177851,Chief officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,3
Surendranagar Dudhrej,2019,304,,,197.39,408,603.94,1759.33,550,802493,Surendranagar Dudhrej,Gujarat,1,14,177851,Chief officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,3
Surendranagar ,2020,246,246,,441.89,526.07,913.21,2181.17,300,802493,Surendranagar Dudhrej,Gujarat,,14,177851,Chief officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,3
Unnao,2016,NA,,,NA,NA,NA,NA,NA,800940,Unnao,Uttar Pradesh,0,32,177658,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Unnao,2017,417,,,127.37,137.04,233.72,498.13,NA,800940,Unnao,Uttar Pradesh,0,32,177658,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,3
Unnao,2018,385,,,64,554.43,616.92,1235.35,NA,800940,Unnao,Uttar Pradesh,1,32,177658,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,3
Unnao,2019,406,,,95.2,346,736.01,1202.22,25,800940,Unnao,Uttar Pradesh,1,32,177658,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,3
Unnao,2020,240,240,,273.08,704.35,1033.27,2210.7,200,800940,Unnao,Uttar Pradesh,,32,177658,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,3
Hugli-Chinsurah,2016,NA,,,NA,NA,NA,NA,NA,801721,Hugli-Chinsurah,West Bengal,0,12,177259,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Hugli-Chinsurah,2017,NA,,,NA,NA,NA,NA,NA,801721,Hugli-Chinsurah,West Bengal,0,12,177259,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Hugli-Chinsurah,2018,443,,,0,490.41,386.86,877.27,NA,801721,Hugli-Chinsurah,West Bengal,0,12,177259,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,646941000,3650,,,1
Hugli-Chinsurah,2019,NA,,,NA,NA,NA,NA,NA,801721,Hugli-Chinsurah,West Bengal,0,12,177259,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Sitapur (UP),2016,NA,,,NA,NA,NA,NA,NA,800907,Sitapur,Uttar Pradesh,0,30,177234,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Sitapur (UP),2017,407,,,181.96,130.25,214.02,526.23,NA,800907,Sitapur,Uttar Pradesh,0,30,177234,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Sitapur (UP),2018,402,,,49,513.27,599.25,1161.52,NA,800907,Sitapur,Uttar Pradesh,1,30,177234,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Sitapur (UP),2019,342,,,58,750,758.32,1566.32,0,800907,Sitapur,Uttar Pradesh,1,30,177234,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Sitapur (UP),2020,282,282,,222.61,607.61,1015.97,1946.19,100,800907,Sitapur,Uttar Pradesh,,30,177234,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Tambaram,2016,NA,,,NA,NA,NA,NA,NA,803345,Kancheepuram,Tamil Nadu,0,39,174787,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Tambaram,2017,62,,,679.11,408.66,263.03,1350.79,NA,803345,Kancheepuram,Tamil Nadu,0,39,174787,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,3
Tambaram,2018,365,,,269,665.04,461.22,1395.26,NA,803345,Kancheepuram,Tamil Nadu,0,39,174787,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,3
Tambaram,2019,260,,,469.39,746,644.71,2010.1,150,803345,Kancheepuram,Tamil Nadu,0,39,174787,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,3
Tambaram,2020,269,269,,358.42,816.92,631.3,2006.64,200,803345,Kancheepuram,Tamil Nadu,,39,174787,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,3
Adityapur,2016,NA,,,NA,NA,NA,NA,NA,801801,Jamshedpur,Jharkhand,1,32,174355,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Adityapur,2017,144,,,547.05,178.11,395.76,1120.92,NA,801801,Jamshedpur,Jharkhand,1,32,174355,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,124874482,716,-0.659814605,-65.98146046,1
Adityapur,2018,64,,,446,1056,1270,2772,NA,801801,Jamshedpur,Jharkhand,1,32,174355,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,75233994,431,0.420645053,42.06450534,1
Adityapur,2019,167,,,235.19,1092,1018.47,2495.66,150,801801,Jamshedpur,Jharkhand,1,32,174355,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,129858206,745,0.388527147,38.85271473,1
Adityapur,2020,143,143,,318.76,1121,1132.14,2871.9,300,801801,Jamshedpur,Jharkhand,,32,174355,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,212369536,1218,,,1
Kulgaon Badlapur,2016,NA,,,NA,NA,NA,NA,NA,802792,Thane,Maharashtra,1,47,174226,NA,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,0
Kulgaon Badlapur,2017,158,,,510.84,212.19,366.59,1089.63,NA,802792,Thane,Maharashtra,1,47,174226,NA,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Kulgaon Badlapur,2018,113,,,261,1012.5,1230.78,2504.28,NA,802792,Thane,Maharashtra,1,47,174226,NA,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Kulgaon Badlapur,2019,51,,,723,997,974,3244,550,802792,Thane,Maharashtra,1,47,174226,NA,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Kulgaon Badlapur,2020,47,47,,958.49,952.34,1281.15,3891.98,700,802792,Thane,Maharashtra,,47,174226,NA,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Cuddalore,2016,NA,,,NA,NA,NA,NA,NA,803650,Cuddalore,Tamil Nadu,0,45,173636,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Cuddalore,2017,250,,,419.09,243.18,229.81,892.08,NA,803650,Cuddalore,Tamil Nadu,0,45,173636,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Cuddalore,2018,366,,,157,529.65,697.19,1383.84,NA,803650,Cuddalore,Tamil Nadu,0,45,173636,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Cuddalore,2019,348,,,193.44,419,772.09,1534.53,150,803650,Cuddalore,Tamil Nadu,0,45,173636,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Cuddalore,2020,301,301,,150,712.22,734.43,1796.65,200,803650,Cuddalore,Tamil Nadu,,45,173636,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Silchar,2016,NA,,,NA,NA,NA,NA,NA,801614,Cachar,Assam,0,28,172830,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,MunBoard,NA,NA,NA,NA,NA,,,,,0
Silchar,2017,280,,,237.11,250.92,345.34,833.37,NA,801614,Cachar,Assam,1,28,172830,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,MunBoard,NA,NA,NA,NA,NA,,,,,4
Silchar,2018,427,,,11,328.57,681.95,1021.52,NA,801614,Cachar,Assam,1,28,172830,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,MunBoard,NA,NA,NA,NA,NA,,,,,4
Silchar,2019,423,,,3.6,277,304.66,735.26,150,801614,Cachar,Assam,1,28,172830,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,MunBoard,NA,NA,NA,NA,NA,,,,,4
Silchar,2020,340,340,,77.13,468.48,729.11,1474.72,200,801614,Cachar,Assam,,28,172830,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,MunBoard,NA,NA,NA,NA,NA,,,,,4
Gadag-Betigeri,2016,NA,,,NA,NA,NA,NA,NA,803078,Gadag-Betigeri,Karnataka,0,35,172612,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,0
Gadag-Betigeri,2017,167,,,462.72,307.53,301.42,1071.66,NA,803078,Gadag-Betigeri,Karnataka,0,35,172612,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Gadag-Betigeri,2018,287,,,242,811.97,670.19,1724.16,NA,803078,Gadag-Betigeri,Karnataka,0,35,172612,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Gadag-Betigeri,2019,328,,,108.04,642,736.1,1636.14,150,803078,Gadag-Betigeri,Karnataka,0,35,172612,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Gadag-Betigeri,2020,218,218,,472.55,638,1012.68,2323.23,200,803078,Gadag-Betigeri,Karnataka,,35,172612,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,1
Bahadurgarh,2016,NA,,,NA,NA,NA,NA,NA,800418,Jhajjar,Haryana,1,31,170767,Secretary,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,0
Bahadurgarh,2017,353,,,112.47,319.84,232,664.31,NA,800418,Jhajjar,Haryana,1,31,170767,Secretary,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Bahadurgarh,2018,209,,,288,815.48,933.27,2036.75,NA,800418,Jhajjar,Haryana,1,31,170767,Secretary,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Bahadurgarh,2019,228,,,125.35,920,908.81,2154.15,200,800418,Jhajjar,Haryana,1,31,170767,Secretary,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Bahadurgarh,2020,216,216,,419.1,723,889.82,2331.92,300,800418,Jhajjar,Haryana,,31,170767,Secretary,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Machilipatnam,2016,NA,,,NA,NA,NA,NA,NA,802972,Krishna,Andhra Pradesh,0,42,169892,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Machilipatnam,2017,83,,,629.13,338.77,323.28,1291.17,NA,802972,Krishna,Andhra Pradesh,0,42,169892,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,179776401,1058,,,1
Machilipatnam,2018,186,,,269,1062.83,801.75,2133.58,NA,802972,Krishna,Andhra Pradesh,0,42,169892,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,171546840,1010,,,
Machilipatnam,2019,202,,,259.6,679,914.42,2303.02,450,802972,Krishna,Andhra Pradesh,0,42,169892,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,163694000,964,,,
